Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
1951/02/28,0.1251,128.085,44.018114,15.5124,,,15.4541,21.8,,,44.1302,3.37509E-09,65.4758,6.5874E-06,54.3045,35.3408,,,11.2556,0.0005504998,,,,,418.444,,,,,,,14.3446,,,38.9398,,21.4498,,0.0005946009,,93.96,6.0044,,89.7670831,,,,,,
1951/03/31,0.1297,129.057,44.51369,15.3197,,,14.8245,21.4,,,42.2205,3.33126E-09,66.9891,6.5874E-06,54.0821,36.1316,,,11.6015,0.0006286998,,,,,420.579,,,,,,,14.3744,,,38.9398,,21.7777,,0.0006790656,,91.08,6.0528,,90.1582643,,,,,,
1951/04/30,0.1297,134.446,41.7478154,15.0307,,,15.5151,22.43,,,45.6874,3.24359E-09,69.6122,6.8238E-06,53.8597,34.1051,,,11.8596,0.0006038998,,,,,429.118,,,,,,,14.2698,,,38.5952,,22.4414,,0.0006522788,,94.08,6.0044,,91.4876957,,,,,,
1951/05/31,0.1315,139.294,40.1054182,14.6453,,,15.0654,21.52,,,47.1859,3.11209E-09,70.0157,7.2647E-06,53.3037,34.3028,,,11.9639,0.0005752999,,,,,435.524,,,,,,,14.1876,,,38.5952,,22.0744,,0.0006213877,,91.03,5.956,,91.193908,,,,,,
1951/06/30,0.1326,137.03,40.8776626,14.2599,,,14.5546,20.96,,,47.1271,2.9806E-09,69.9148,7.2199E-06,53.6744,33.8579,,,11.8541,0.0005429998,,,,,426.984,,,,,,,13.8886,,,38.5952,,21.8012,,0.0005865001,,86.92,5.7138,,88.5157761,,,,,,
1951/07/31,0.1333,134.44,38.9824295,13.9708,,,15.2035,22.4,,,44.2184,2.8491E-09,66.5351,7.156E-06,54.5269,34.2534,,,11.8376,0.0005419998,,,,,420.579,,,,,,,13.6045,,,37.9063,,22.3087,,0.00058542,,93.78,5.617,,87.3164786,,,,,,
1951/08/31,0.1336,128.977,39.790591,13.8667,,,15.9841,23.28,,,45.3349,2.89293E-09,64.5174,7.6097E-06,55.0459,35.0936,,,12.8863,0.0005304998,,,,,437.658,,,,,,,13.754,,,37.9063,,23.0271,,0.0005729987,,96.11,5.5686,,87.5992979,,,,,,
1951/09/30,0.1346,123.545,40.5950445,14.2965,,,16.1286,23.26,,,46.9508,3.15593E-09,64.5174,7.9291E-06,55.7502,35.7856,,,14.6927,0.0005323998,,,,,456.872,,,,,,,13.8288,,,37.5617,,23.1676,,0.0005750509,,98.13,5.617,,88.1104428,,,,,,
1951/10/31,0.1424,124.499,39.914405,14.6221,,,15.2549,22.94,,,47.1565,3.11209E-09,63.9121,8.6128E-06,56.4545,36.0822,,,17.7619,0.0005562999,,,,,476.087,,,,,,,13.9783,,,36.8725,,23.48,,0.0006008656,,94.97,5.5202,,87.5534432,,,,,,
1951/11/30,0.1383,118.008,40.7138358,14.0103,,,15.075,22.88,,,43.3663,3.15593E-09,62.8023,8.8684E-06,58.0854,36.1316,,,18.8875,0.0005771998,,,,,491.032,,,,,,,13.9783,,,35.1494,,22.988,,0.0006234399,,95.25,5.5202,,84.5006823,,,,,,
1951/12/31,0.1354,112.311,41.351159,13.8292,,,15.3416,23.77,,,42.3086,3.11209E-09,61.289,9.3987E-06,57.6777,35.8845,,,19.6561,0.0005895998,,,,,499.571,,,,,,,14.1278,,,34.1156,,24.0344,,0.0006368332,,97.33,5.5202,,82.1911162,,,,,,
1952/01/31,0.1385,111.875,42.2664653,13.8494,,,15.8074,24.147,,,39.5485,2.9806E-09,61.3394,1.08235E-05,54.1562,37.6144,,,20.3113,0.0006352998,,,,,533.729,,,,,,,14.5015,,,33.0818,,25.0495,,0.0006861943,,99.52,5.617,,81.1877682,,,,,,
1952/02/29,0.1398,104.135,41.9014788,13.4717,,,15.1617,23.265,,,39.0541,2.9806E-09,61.6421,1.15774E-05,51.1908,39.5421,,,20.8027,0.0006562998,,,,,542.269,,,,,,,14.352,,,31.3588,,24.2842,,0.0007088766,,97.09,5.6654,,80.4330557,,,,,,
1952/03/31,0.1367,100.856,40.6193995,13.0073,,,15.2774,24.373,,,37.571,2.80527E-09,58.2624,1.21397E-05,49.8564,40.3824,,,20.1475,0.0006009998,,,,,491.032,,,,,,,14.053,,,31.0142,,23.9641,,0.0006491465,,102.71,5.617,,76.6344727,,,,,,
1952/04/30,0.1362,94.1383,37.9296571,12.6865,,,14.5964,23.328,,,39.3425,2.76144E-09,55.3871,1.18841E-05,47.9288,38.2076,,,18.8371,0.0006009998,,,,,484.626,,,,,,,13.754,,,31.3588,,24.3233,,0.0006491465,,99.21,5.617,,71.9953779,,,,,,
1952/05/31,0.1323,94.8643,35.8937554,12.6787,,,14.8919,23.857,,,36.7059,2.58611E-09,55.4375,1.12452E-05,47.3728,37.8616,,,17.6905,0.0005876998,,,,,473.952,,,,,,,13.3803,,,31.3588,,23.48,,0.000634781,,102.28,5.5686,,68.9270099,,,,,,
1952/06/30,0.1318,93.1724,34.7613113,12.6219,,,15.393,24.96,,,35.1488,2.49844E-09,55.5384,1.16733E-05,46.5202,39.1961,,,18.3457,0.0005667998,,,,,473.952,,,,,,,13.2308,,,31.0142,,23.5971,,0.0006122067,,106.13,5.5202,,68.4895129,,,,,,
1952/07/31,0.1326,96.0147,36.0355027,13.1036,,,15.6115,25.406,,,37.5056,2.19162E-09,55.034,1.23378E-05,45.1117,40.6295,,,17.5267,0.0005438998,,,,,486.761,,,,,,,13.455,,,31.3588,,23.9875,,0.0005874722,,107.85,5.5686,,69.1270305,,,,,,
1952/08/31,0.1328,93.9784,36.6534094,13.1036,,,15.2967,25.041,,,39.4249,2.23545E-09,54.3782,1.26572E-05,44.1479,41.9641,,,18.0181,0.0005228999,,,,,505.975,,,,,,,13.6045,,,31.0142,,24.6668,,0.0005647899,,106.93,5.5686,,69.1424015,,,,,,
1952/09/30,0.132,92.9325,36.5049372,13.1036,,,15.1328,24.55,,,39.4249,2.19162E-09,54.2269,1.15136E-05,42.9247,42.6066,,,17.8543,0.0005161998,,,,,503.841,,,,,,,13.6045,,,29.9803,,24.8855,,0.0005575531,,104.87,5.5686,,68.447279,,,,,,
1952/10/31,0.1305,92.7418,35.7400246,12.9109,,,14.7859,24.524,,,39.6721,2.01629E-09,53.8738,1.11621E-05,42.7764,45.0286,,,17.8543,0.0005504998,,,,,493.166,,,,,,,13.754,,,29.9803,,24.4092,,0.0005946009,,104.65,5.5686,,66.5553578,,,,,,
1952/11/30,0.1292,93.3878,35.0681494,13.1036,,,15.5022,25.671,,,39.5897,2.14778E-09,54.0251,1.04465E-05,42.1092,47.6483,,,17.1991,0.0005819998,,,,,493.166,,,,,,,13.6793,,,28.6019,,24.4716,,0.0006286244,,110.32,5.5686,,66.7063918,,,,,,
1952/12/31,0.1295,92.5572,34.106021,13.2,,,15.5536,26.578,,,40.1664,2.23545E-09,52.9154,1.01846E-05,41.7385,48.4885,,,16.5439,0.0005866998,,,,,495.301,,,3.9427,,,,13.6045,,,28.2574,,24.8543,,0.0006337009,,113.49,5.5686,,66.1953385,,,,,,
1953/01/31,0.1287,97.0051,34.619564,13.7,,,15.9905,26.38,,,41.1139,2.45461E-09,52.31,1.01335E-05,40.8489,52.1462,,,16.8715,0.0005667998,,,,,501.706,,,,,,,13.455,,,28.2574,,25.4867,,0.0006122067,,113.42,5.7138,,67.9821348,,,,,,
1953/02/28,0.1289,97.3681,35.3817968,13.7,,,15.7303,25.9,,,42.391,2.62994E-09,52.7136,1.03124E-05,40.7006,51.3059,,,17.3629,0.0005609998,,,,,501.706,,,,,,,13.3055,,,27.9127,,25.229,,0.0006059421,,111.59,5.7623,,69.4772258,,,,,,
1953/03/31,0.1305,96.0085,36.3930057,13.7,,,15.6918,25.29,,,42.597,2.58611E-09,53.9747,9.7565E-06,40.7377,49.0817,,,17.1991,0.0005514998,,,,,501.706,,,,,,,13.2308,,,27.9127,,25.151,,0.000595681,,109.64,5.7138,,68.6249437,,,,,,
1953/04/30,0.131,93.3078,38.7244866,13.6,,,15.1714,24.63,,,41.5671,2.54228E-09,53.5207,9.7693E-06,40.3299,46.4126,,,16.8715,0.0005600998,,,,,505.975,,,,,,,12.857,,,27.9127,,24.6278,,0.00060497,,106.89,5.617,,67.3308006,,,,,,
1953/05/31,0.1305,93.9845,40.6860763,13.6,,,15.014,24.54,,,40.0428,2.49844E-09,54.1544,1.0536E-05,40.8859,47.4506,,,17.5267,0.0005781998,,,,,493.166,,,,,,,12.6328,,,28.6019,,24.6981,,0.00062452,,107.08,5.6654,,65.8322651,,,,,,
1953/06/30,0.1295,94.5197,41.4648602,14,,,14.6799,24.14,,,40.5372,2.45461E-09,54.3848,1.10535E-05,41.1825,46.9563,,,17.3629,0.0006228998,,,,,495.301,,,,,,,12.4833,,,28.9465,,24.5887,,0.0006728009,,105.18,5.6654,,64.8901716,,,,,,
1953/07/31,0.1284,96.6975,41.5619765,14.4,,,15.1232,24.75,,,41.7319,2.49844E-09,53.7511,1.12133E-05,40.8489,48.3403,,,17.0353,0.0006447997,,,,,503.841,,,,,,,12.7823,,,29.6358,,25.3149,,0.0006964553,,107.3,5.7138,,64.2248362,,,,,,
1953/08/31,0.1289,99.2137,44.1293881,14.3,,,14.9369,23.32,,,43.0502,2.71761E-09,53.3478,1.21653E-05,40.6264,50.4162,,,17.3629,0.0007057998,,,,,520.92,,,,,,,12.7164,,,29.9803,,25.5648,,0.0007623421,,101.39,5.7138,,64.04714,,,,,,
1953/09/30,0.1289,100.284,42.8058464,14.2,,,14.4904,23.35,,,44.1625,3.02443E-09,52.7717,1.33409E-05,40.7006,50.9105,,,18.5095,0.0007867998,,,,,516.65,,,,,,,12.9141,,,30.3249,,25.3618,,0.0008498311,,101.36,5.7623,,62.4301742,,,,,,
1953/10/31,0.1289,98.3771,42.828617,14.7,,,14.969,24.54,,,45.2336,3.19976E-09,53.5783,1.39543E-05,42.2945,50.2185,,,21.2942,0.0008029997,,,,,503.841,,,,,,,13.1117,,,31.0142,,25.4945,,0.0008673288,,105.4,5.8591,,62.514865,,,,,,
1953/11/30,0.1289,98.2417,43.812926,15.2,,,15.0525,24.76,,,46.3047,3.55042E-09,55.3066,1.5328E-05,42.665,49.9219,,,22.4408,0.0007971997,,,,,514.515,,,,,,,13.0458,,,31.0142,,25.5648,,0.0008610642,,107.47,5.8107,,63.6112506,,,,,,
1953/12/31,0.1292,99.6628,43.7186076,15.5,,,15.1682,24.81,,,46.593,3.59425E-09,56.5164,1.52769E-05,42.4179,50.0208,,,22.277,0.0008733997,,,,,516.65,,,5.0861,,,,13.1117,,,30.3249,,25.963,,0.0009433686,,105.77,5.7623,,64.7916177,,,,,,
1954/01/31,0.1323,99.9089,44.5546804,16,,,16.1094,26.06,,,48.2409,3.90108E-09,56.5741,1.52705E-05,42.5003,49.23,,,24.8978,0.0009667997,,,,,516.65,,,7.2901,,,,13.3094,,,30.3249,,26.986,,0.001044251,,111.29,5.8591,,65.3153803,,,,,,
1954/02/28,0.1354,102.327,43.9382232,16.6,,,16.2892,26.15,,,49.6416,4.03257E-09,58.7633,1.63055E-05,43.118,51.0588,,,25.553,0.0010238997,,,,,527.325,,,7.9801,,,,13.5729,,,31.0142,,27.1655,,0.0011059253,,112.06,6.0044,,65.574028,,,,,,
1954/03/31,0.1372,102.474,43.70477,18.3,,,16.816,26.94,,,49.724,4.3394E-09,59.1089,1.83246E-05,43.4887,51.0093,,,25.2254,0.0010048997,,,,,523.055,,,8.8672,,,,13.8365,,,31.3588,,27.6731,,0.0010854032,,114.13,6.0044,,66.203953,,,,,,
1954/04/30,0.1385,102.536,42.9769881,18.5,,,17.179,28.26,,,51.7838,4.2079E-09,59.8003,2.10336E-05,43.571,48.3897,,,25.7168,0.0009877997,,,,,544.404,,,8.808,,,,13.7706,,,31.3588,,27.8839,,0.0010669333,,118.35,6.1496,,67.1240618,,,,,,
1954/05/31,0.1419,104.744,42.6296484,20,,,17.4906,29.19,,,54.132,4.3394E-09,59.9155,2.44839E-05,43.9417,49.9714,,,25.8806,0.0009600997,,,,,580.698,,,8.469,,,,13.7047,,,31.7034,,27.9542,,0.0010370142,,122.55,6.2949,,68.1935264,,,,,,
1954/06/30,0.1426,108.042,42.957757,20.6,,,17.7155,29.21,,,54.0084,4.64623E-09,61.5862,2.57426E-05,44.683,50.7622,,,26.8634,0.0009791996,,,,,597.777,,,8.1299,,,,13.7047,,,33.0818,,28.2587,,0.0010576443,,124.48,6.3433,,68.1993406,,,,,,
1954/07/31,0.141,112.742,43.2070198,20.8,,,18.8719,30.88,,,56.3154,4.82554E-09,63.7178,2.38066E-05,45.0536,53.8267,,,28.01,0.0009515997,,,,,599.912,,,7.9998,,,,14.1659,,,34.1156,,29.3832,,0.0010278333,,130.13,6.2949,,70.2004909,,,,,,
1954/08/31,0.141,115.006,43.3895383,21.3,,,19.2606,29.83,,,59.4875,5.18815E-09,67.6354,2.20943E-05,45.0948,55.8038,,,29.1085,0.0009610996,,,,,631.936,,,8.0392,,,,14.4953,,,34.1156,,30.1796,,0.0010380943,,125.6,6.2949,,74.8270126,,,,,,
1954/09/30,0.1417,114.951,43.3323338,21.7,,,19.63,32.31,,,60.847,5.71813E-09,69.6518,2.21645E-05,45.6302,56.9901,,,30.573,0.0009676997,,,,,634.071,,,7.9249,,,,15.0884,,,34.1156,,30.4998,,0.0010452231,,131.68,6.2949,,76.157497,,,,,,
1954/10/31,0.1431,114.311,43.8246737,23.9,,,19.7585,31.68,,,63.8543,5.80181E-09,68.0963,2.27779E-05,46.3303,59.0661,,,31.3053,0.0009743997,,,,,644.746,,,7.7356,,,,15.6154,,,33.5324,,31.2884,,0.0010524598,,129.42,6.2465,,76.2986252,,,,,,
1954/11/30,0.1446,113.16,43.6667797,25.8,,,21.2232,34.24,,,63.1128,6.30389E-09,66.8288,2.18387E-05,47.0304,61.142,,,30.9392,0.0009324997,,,,,636.206,,,7.5503,,,,16.1426,,,33.2408,,31.8662,,0.0010072032,,141.65,6.1012,,76.6507329,,,,,,
1954/12/31,0.1453,112.816,43.5372352,26,,,22.0745,35.98,,,62.6596,7.0849E-09,65.5038,2.30079E-05,47.2363,64.6514,,,33.3191,0.0009552997,,,,,661.825,,,8.3231,,,,16.472,,,33.5324,,33.0687,,0.0010318297,,150.22,6.1496,,77.620195,,,,,,
1955/01/31,0.1474,114.852,46.6319264,24.6,,,22.264,36.63,,,65.9553,7.36383E-09,66.1951,2.48033E-05,47.2363,70.3356,,,36.4313,0.0009696997,,,,,706.658,,,9.3521,,,,16.8673,,,33.5324,,33.5372,,0.0010473833,,150.49,6.2949,,75.9530593,,,,,,
1955/02/28,0.1488,116.12,49.5065469,25.6,,,22.9354,36.76,,,61.1353,7.55909E-09,65.7918,2.74805E-05,47.7717,71.077,,,36.0652,0.0009505997,,,,,706.658,,,8.9579,,,,16.4061,,,33.824,,33.2873,,0.0010267532,,153.54,6.2949,,74.4743376,,,,,,
1955/03/31,0.1509,116.255,54.4972971,26.9,,,22.6784,36.58,,,60.3526,7.53119E-09,66.4832,3.06432E-05,48.0188,67.7159,,,36.9806,0.0009219997,,,,,710.928,,,8.6779,,,,16.6038,,,33.5324,,33.8027,,0.000995862,,153.15,6.2949,,74.9318509,,,,,,
1955/04/30,0.1509,116.384,54.173065,27.3,,,24.0853,37.96,,,61.7533,,66.4832,3.23875E-05,48.1011,67.3205,,,36.7975,0.0009629996,,,,,751.491,,,8.3822,,,,16.6038,,,34.1156,,33.2327,,0.0010401465,,159.85,6.4563,,75.2173774,,,,,,
1955/05/31,0.1502,118.537,56.7680676,27,,,24.0339,37.91,,,64.637,7.94959E-09,65.0429,3.80931E-05,47.8128,69.1987,,,37.7129,0.0009619996,,,,,778.331,,,7.8815,,,,16.2743,,,34.4072,,32.8501,,0.0010390664,,158.95,6.4563,,74.8509038,,,,,,
1955/06/30,0.1509,120.672,57.0072851,28.2,,,25.0715,41.03,,,68.3447,7.94959E-09,65.1581,4.63609E-05,48.0599,74.5369,,,38.079,0.0009429997,,,,,756.859,,,7.5345,,,,16.1426,,,34.9903,,32.4206,,0.0010185443,,164.85,6.6984,,75.8987924,,,,,,
1955/07/31,0.1552,124.747,56.3262915,30.1,,,25.6497,43.52,,,69.2098,7.58698E-09,67.9234,4.89039E-05,47.4834,79.7268,,,40.642,0.0009276997,,,,,778.331,,,7.6686,,,,15.8131,,,35.2819,,34.2244,,0.0010020186,,167.84,6.7791,,75.9819254,,,,,,
1955/08/31,0.1502,123.885,58.2704873,31.2,,,24.9526,43.18,,,64.431,7.44751E-09,70.6888,5.80597E-05,47.3187,84.8673,,,42.6558,0.0008982997,,,,,826.641,,,7.9604,,,,16.2085,,,36.1567,,34.8334,,0.0009702634,,167.79,6.8599,,75.9573276,,,,,,
1955/09/30,0.1587,120.227,61.0853245,30.6,,,24.7214,43.67,,,63.2364,7.16858E-09,70.6888,6.4858E-05,46.9892,86.5973,,,47.4157,0.0008886997,,,,,837.377,,,7.8933,,,,16.3402,,,35.2819,,35.0208,,0.0009598943,,166.51,7.0212,,74.6584391,,,,,,
1955/10/31,0.1573,119.983,61.5746475,28.2,,,24.4033,42.34,,,61.0117,7.22437E-09,71.7258,6.23661E-05,46.9068,84.719,,,50.1618,0.0008733997,,,,,832.008,,,7.5779,,,,16.2743,,,35.2819,,32.3894,,0.0009433686,,161.67,6.9405,,72.4802222,,,,,,
1955/11/30,0.1566,116.756,63.854233,30.7,,,25.5116,45.51,,,62.0005,,74.8368,6.53563E-05,46.8656,82.8902,,,48.331,0.0009000997,,,,,832.008,,,7.5148,,,,16.8673,,,34.9903,,33.5529,,0.0009722076,,173.54,7.0212,,71.9142758,,,,,,
1955/12/31,0.158,118.055,66.5297501,30.6,,,25.4602,45.48,,,63.6483,7.44751E-09,75.2401,6.31648E-05,47.3598,78.4417,,,51.2602,0.0008982997,,,,,837.377,,,7.3926,,,,17.3286,,,34.6988,,34.1697,,0.0009702634,,172.53,7.102,,71.8277008,,,,,,
1956/01/31,0.1595,120.34,71.3259812,30.9,,,25.5276,43.82,,,60.5998,7.53119E-09,72.4171,5.2648E-05,47.1127,76.3657,,,54.5555,0.0008924997,,,,,837.377,,,7.156,,,,17.065,,,34.4072,,34.0057,,0.0009639987,,167.64,7.102,,70.5066991,,,,,,
1956/02/29,0.1627,119.977,69.5429998,31.1,,,26.2086,45.34,,,57.4689,7.72645E-09,69.7094,4.62203E-05,47.0716,77.206,,,55.837,0.0008695997,,,,,821.272,,,7.2112,,,,17.2626,,,34.6988,,34.4118,,0.0009392642,,171.05,7.2634,,71.4909179,,,,,,
1956/03/31,0.168,117.17,72.3973274,33.7,,,27.9882,48.48,,,57.2217,8.03327E-09,70.5159,4.69998E-05,45.0948,74.784,,,54.5555,0.0008362997,,,,,832.008,,,7.1442,,,,17.7239,,,34.6988,,34.4743,,0.0009032965,,181.15,7.4248,,69.8287435,,,,,,
1956/04/30,0.173,116.66,70.9949567,34.8,,,28.2355,48.38,,,62.3712,8.25642E-09,70.9192,4.49297E-05,44.5594,71.1264,,,54.7386,0.0008391998,,,,,832.008,,,7.0062,,,,18.844,,,34.4072,,35.3097,,0.0009064289,,182.51,7.5862,,67.3137882,,,,,,
1956/05/31,0.1752,115.327,72.6836872,35,,,27.153,45.2,,,59.8994,8.22852E-09,71.3225,4.40288E-05,43.8593,72.9552,,,58.0339,0.0008238998,,,,,858.847,,,6.9195,,,,18.7122,,,34.6988,,35.6923,,0.0008899032,,171.73,7.5862,,64.8502153,,,,,,
1956/06/30,0.1788,112.128,73.933827,34.5,,,28.0107,46.97,,,59.6523,8.17274E-09,72.0714,4.66931E-05,43.571,69.5941,,,57.8508,0.0007943997,,,,,848.112,,,6.6908,,,,18.3169,,,34.9903,,34.443,,0.0008580399,,175.89,7.5862,,65.4680578,,,,,,
1956/07/31,0.1793,113.234,81.3878779,35.5,,,29.9958,49.39,,,59.6523,7.78223E-09,72.0714,4.53706E-05,42.4591,72.0161,,,57.4846,0.0007924998,,,,,869.583,,,6.7263,,,,18.5804,,,35.5735,,35.8485,,0.0008559877,,183.7,7.7476,,65.9872692,,,,,,
1956/08/31,0.183,116.399,79.5989637,33.1,,,28.9615,47.51,,,60.641,7.39173E-09,73.3965,4.71915E-05,41.6355,76.0197,,,57.3016,0.0007724998,,,,,880.318,,,6.5725,,,,19.9641,,,35.5735,,34.9974,,0.0008343855,,176.62,7.909,,65.918588,,,,,,
1956/09/30,0.1899,118.974,74.1876574,34,,,27.683,45.35,,,60.1054,7.28015E-09,73.1084,5.13893E-05,40.7706,74.8829,,,58.4,0.0007667997,,,,,853.48,,,6.7105,,,,20.3594,,,35.8651,,35.0911,,0.0008282288,,167.89,8.0704,,66.9512105,,,,,,
1956/10/31,0.1929,120.465,71.1615476,32.9,,,27.9978,45.58,,,59.0755,7.14069E-09,71.9562,5.06929E-05,40.0705,74.8829,,,61.685,0.0007086998,,,,,885.686,,,7.3216,,,,20.2935,,,35.8651,,35.341,,0.0007654744,,169.62,8.2318,,65.9402983,,,,,,
1956/11/30,0.1922,119.768,67.0750303,29.4,,,27.9689,45.08,,,54.9971,7.16858E-09,70.804,5.07567E-05,39.9058,75.6737,,,61.685,0.0007086998,,,,,832.008,,,7.3374,,,,20.6229,,,35.5735,,32.733,,0.0007654744,,167.24,8.2318,,64.4402293,,,,,,
1956/12/31,0.1915,120.658,65.7014136,32.4,,,28.3512,46.67,,,57.922,7.05701E-09,67.6354,5.04565E-05,39.2057,77.5518,,,59.6775,0.0007114997,,,,,821.272,,,7.5267,,,,19.8323,,,36.1567,,35.1692,,0.0007684987,,174.09,8.3932,,66.899041,,,,,,
1957/01/31,0.1925,124.702,63.9417084,32,,,28.5889,44.72,,,61.8357,7.86591E-09,65.5038,4.96578E-05,39.1645,80.5766,,,58.4,0.0006895998,,,,,869.583,,,7.5858,,,,20.2935,,,36.7399,,36.0125,,0.0007448443,,169.91,8.5546,,66.8928968,,,,,,
1957/02/28,0.1919,126.823,68.5450722,33.1,,,27.4903,43.26,,,62.2888,7.86591E-09,65.4462,4.98559E-05,39.5763,80.9168,,,57.0667,0.0007267997,,,,,874.984,,,7.7041,,,,20.6229,,,37.7135,,35.2707,,0.0007850244,,164.64,8.5546,,67.1338983,,,,,,
1957/03/31,0.1961,126.755,65.8956629,34.5,,,28.5889,44.11,,,62.5772,7.61487E-09,64.0059,4.88975E-05,39.7823,81.951,,,55.2889,0.0007152997,,,,,885.787,,,8.0826,,,,20.8206,,,38.7532,,34.9115,,0.0007726031,,168,8.4739,,65.6525505,,,,,,
1957/04/30,0.198,130.334,60.7947848,35.8,,,29.3341,45.74,,,66.2437,7.55909E-09,61.5862,5.0974E-05,39.7411,80.9887,,,54.0889,0.0007095998,,,,,880.386,,,7.9643,,,,20.6229,,,39.815,,35.013,,0.0007664465,,173.14,8.716,,64.9942287,,,,,,
1957/05/31,0.1993,131.536,58.0834854,38.8,,,29.604,47.43,,,66.6556,7.28015E-09,60.2036,5.8654E-05,39.6587,83.7507,,,52.1778,0.0006990998,,,,,885.787,,,7.8854,,,,20.4912,,,40.5902,,33.8808,,0.0007551054,,175.63,8.3932,,64.649125,,,,,,
1957/06/30,0.1971,132.291,57.0246959,40.5,,,29.575,47.37,,,67.5208,7.22437E-09,59.1089,6.42574E-05,39.3704,83.0172,,,50.7111,0.0006895998,,,,,891.187,,,7.7593,,,,20.4912,,,41.2515,,32.7174,,0.0007448443,,173.8,8.2318,,65.9377197,,,,,,
1957/07/31,0.1939,135.064,55.22009,39.9,,,30.2753,47.91,,,67.768,7.16858E-09,60.7797,6.52222E-05,38.9998,82.3971,,,51.5556,0.0006971997,,,,,891.187,,,7.7159,,,,20.4253,,,42.6733,,32.7251,,0.0007530531,,175.82,8.1511,,66.7522056,,,,,,
1957/08/31,0.1882,138.773,58.1025648,37.6,,,28.2612,45.22,,,65.8729,6.61071E-09,59.3694,6.52669E-05,38.9174,85.1818,,,51.7778,0.0007000998,,,,,901.99,,,7.917,,,,19.6346,,,41.5711,,31.8037,,0.0007561855,,166.58,7.9897,,68.2623323,,,,,,
1957/09/30,0.189,139.857,60.7050846,34.5,,,26.562,42.42,,,59.7759,6.41546E-09,56.9127,6.12033E-05,38.7527,84.8188,,,52.3111,0.0006771998,,,,,869.583,,,7.9958,,,,18.251,,,41.0164,,27.8839,,0.0007314509,,156.49,7.5862,,67.917003,,,,,,
1957/10/31,0.1875,133.09,55.0361557,31.7,,,24.2042,41.06,,,56.1918,6.41546E-09,55.8209,5.86284E-05,38.5056,83.8093,,,51.8667,0.0006352998,,,,,799.368,,,7.9052,,,,17.7897,,,41.1009,,26.5409,,0.0006861943,,149.45,7.5862,,67.4531651,,,,,,
1957/11/30,0.1881,134.412,53.4665367,30.6,,,24.1014,41.72,,,56.8921,6.2481E-09,56.5487,5.80597E-05,38.3409,82.5918,,,50.3111,0.0006609997,,,,,777.764,,,7.8184,,,,16.9991,,,40.5204,,28.9615,,0.0007139531,,150.23,7.4248,,67.7277378,,,,,,
1957/12/31,0.1859,132.688,53.4294398,28.2,,,23.1056,39.99,,,55.9858,6.05285E-09,55.5024,5.7555E-05,37.5172,80.4726,,,49.5111,0.0006485998,,,,,756.159,,,7.9998,,,,16.9332,,,41.0237,,29.2348,,0.0007005598,,145.71,7.2634,,67.8783272,,,,,,
1958/01/31,0.1839,137.304,56.0302067,29.9,,,25.4955,41.7,,,54.8101,6.24805E-09,55.0929,6.12352E-05,37.0642,82.0701,,,50.2222,0.0006295998,,,,,745.357,,,8.1299,,,,16.9991,,,40.0942,,30.6247,,0.0006800377,,153.54,7.5055,,66.2619492,,,,,,
1958/02/28,0.1825,141.25,56.5497331,29.4,,,24.4644,40.84,,,51.9548,6.33173E-09,56.0483,6.13439E-05,36.7759,83.7772,,,48.9778,0.0006324998,,,,,729.154,,,8.1338,,,,15.7472,,,40.638,,29.9297,,0.00068317,,149.86,7.6669,,68.0306776,,,,,,
1958/03/31,0.182,138.2905,54.7404753,30.8,,,25.9035,42.1,,,55.37,6.44331E-09,56.5033,6.13822E-05,36.8995,80.0094,,,48.0444,0.0006076998,,,,,750.758,,,7.9761,,,,16.0767,,,38.7899,,29.9844,,0.0006563832,,152.17,7.5055,,68.2619363,,,,,,
1958/04/30,0.1786,139.1419,54.2138026,32.4,,,25.9677,43.44,,,57.9453,7.6706E-09,58.1865,6.02896E-05,36.8583,79.6824,,,48.3111,0.0006105998,,,,,734.554,,,7.7869,,,,15.5496,,,37.978,,30.0469,,0.0006595156,,157.65,7.6669,,68.2406637,,,,,,
1958/05/31,0.1753,138.7365,51.2703309,32.8,,,26.6487,44.09,,,58.3372,8.00532E-09,57.8681,6.26601E-05,36.9407,79.2173,,,47.2444,0.0006172998,,,,,745.357,,,7.7317,,,,15.0884,,,38.1286,,30.2577,,0.0006667523,,160.55,7.9897,,69.2968238,,,,,,
1958/06/30,0.1751,144.2568,52.5235384,33.6,,,26.8157,45.24,,,61.2485,8.42372E-09,59.4149,6.82379E-05,37.7643,77.8561,,,45.7333,0.0006619997,,,,,788.567,,,7.6292,,,,15.0884,,,39.4145,,31.1635,,0.0007150332,,164.82,8.0704,,70.1185512,,,,,,
1958/07/31,0.1747,146.1622,52.9025479,33.7,,,28.2355,47.19,,,61.3604,8.40817E-09,62.19,6.91069E-05,38.1761,80.1002,,,46.2222,0.0006410998,,,,,793.967,,,7.2546,,,,15.2201,,,36.8611,,31.4914,,0.0006924589,,173.79,8.2318,,71.2342451,,,,,,
